date,kategori,title,mksa,isi
17/03/2022,Kesehatan,Rutin Olahraga tapi berat badan malah naik,"Intinya… berat badan bukan hanya difaktorkan oleh olahraga, namun juga dengan makanan dan kalori yang kita berikan ke tubuh kita tiap harinya.","Sebagian besar orang yang ingin menurunkan berat badan melakukan olahraga secara rutin untuk mencapai target yang diinginkan. Namun beberapa orang malah berat badannya tetap naik meski sudah berolahraga rutin. Terdapat beberapa penyebab berat badan naik meski olahraga rutin. 1. Terlalu banyak makan Dasar dari menurunkan berat badan adalah defisit kalori atau kalori yang dikeluarkan lebih banyak dibanding kalori yang dimasukan. Artinya, aktivitas yang dilakukan untuk membakar kalori harus lebih banyak dilakukan agar jumlah kalori yang masuk terpakai bahkan mengurangi cadangan kalori tubuh yang sudah ada. Namun, harus diakui, nafsu makan bisa seketika meningkat saat selesai berolahraga. Saat kita mulai berolahraga, tubuh kita mulai membakar lebih banyak kalori. Dan ketika kita membakar lebih banyak kalori, tubuh kita secara alami ingin mengimbanginya dengan makan lebih banyak kalori untuk menebus apa yang kita bakar. Ahli gizi atau diet expert menyarankan untuk melacak seberapa banyak kalori yang terbakar dan jumlah kalori asupan makanan selama 1-2 minggu. Dari catatan ini, kita bisa mengevaluasi menu olahraga dan asupan makanan. 2. Jenis makanan sebelum atau sesudah olahraga yang kurang tepat Saat nafsu makan meningkat justru memilih camilan berkalori tinggi seperti kue, keripik, maupun biskuit. Rasa lapar kita memang berkurang, tetapi angka timbangan bertambah. Sebaiknya pilih camilan sehat seperti sayuran dengan hummus, buah potong, kacang-kacangan, dan protein tanpa lemak atau lemak sehat seperti alpukat. 3. Metabolisme melambat Ahli diet, Trista Best mengatakan, kenaikan berat badan bisa terjadi akibat metabolisme yang lambat. Metabolisme bisa melambat karena pembatasan kalori atau kelelahan adrenal. ""Dalam mengatasi hal ini, kita dapat mempertimbangkan menambah makanan dengan peluang lebih besar untuk meningkatkan metabolisme kian"" kata Best, mengutip dari Eat This, Not That! Pilih makanan yang mampu menaikkan suhu internal tubuh sehingga metabolisme meningkat. Suhu internal tubuh naik ketika mencerna atau membakar kalori makanan. Makanan yang disarankan antara lain susu, ikan, daging, telur, kacang-kacangan, biji-bijian, dan polong-polongan. 4. Terlalu banyak asupan protein atau karbohidrat Anda bukan atlet atau pelari marathon yang memerlukan banyak asupan protein dan karbohidrat. Cukupi kebutuhan keduanya sesuai asupan harian yang disarankan. ""Orang suka membicarakan protein karena itu penting. Tapi, jika Anda mengonsumsi terlalu banyak [protein], Anda akan menaikkan berat badan karena akan ada kalori ekstra masuk,"" ujar Armul. 5. Kurang asupan cairan Orang kerap lupa mencukupi kebutuhan cairan selama berolahraga. Olahraga membuat tubuh mengeluarkan keringat sehingga tubuh memerlukan cairan pengganti. Kekurangan cairan ini memicu rasa haus yang kerap dianggap sebagai rasa lapar. Sebaiknya, targetkan asupan cairan harian paling tidak 1,5-2 liter per hari. 6. Hanya bergerak saat olahraga Kita memang rajin berolahraga. Namun, tubuh diajak bergerak hanya saat olahraga. Jangan lupa untuk tetap bergerak meski di luar jadwal olahraga. Hindari kebiasaan-kebiasaan sedenter, seperti duduk berjam-jam."
18/03/2022,Teknologi,Meta menghadirkan parental control di VR mereka!,"Intinya... Melihat banyak disalahgunakan untuk konten 18 dan 21+, Meta menghadirkan fitur yang dapat membantu orang tua membatasi kegiatan eksplorasi anak mereka dalam Virtual Reality! Siap jadi MetaParent yang baik?","Instagram milik Meta juga telah meluncurkan kontrol orang tua lebih lanjut, yang rencananya terungkap tahun lalu. Itu datang ketika pemerintah Inggris membuat undang-undang untuk melindungi anak-anak secara online. Persyaratan layanan headset Quest mengatakan pengguna harus berusia di atas 13 tahun. ""Memberikan pengalaman yang sesuai dengan usia dan aman bagi remaja sekaligus memberdayakan mereka untuk menjelajah di VR adalah tindakan penyeimbang"", Oculus, perusahaan milik Meta yang membuat Quest, membuat blog. BBC News sebelumnya melaporkan seorang peneliti yang menyamar sebagai remaja dapat mengakses klub dewasa virtual di aplikasi VR populer - bukan buatan Meta - menggunakan headset Quest. Sekarang, Oculus meluncurkan alat untuk: memungkinkan orang tua untuk mengunci aplikasi tertentu langsung dari VR untuk menghentikan remaja mengaksesnya blokir remaja dari mengunduh atau membeli aplikasi yang tidak sesuai usia di Quest Store merilis ""Dasbor Orang Tua"", dapat diakses dari aplikasi seluler Oculus, untuk - jika orang dewasa dan remaja setuju - mengizinkan orang tua untuk menautkan ke akun anak mereka Dengan menggunakan dasbor, orang tua akan dapat: lihat semua aplikasi yang dimiliki anak mereka diberi tahu saat anak mereka melakukan pembelian di VR tahu berapa banyak waktu yang dihabiskan anak mereka di VR lihat daftar Teman Oculus anak mereka Kontrol baru di Instagram dan VR adalah bagian dari apa yang disebut Meta sebagai ""Pusat Keluarga"" . Diluncurkan di AS, dan kemudian secara global dalam beberapa bulan mendatang, ini akan memungkinkan orang tua: lihat berapa banyak waktu yang dihabiskan remaja mereka di Instagram atur jam di mana anak mereka dapat menggunakan aplikasi menerima pembaruan tentang akun apa yang mereka ikuti dan diikuti oleh Awalnya, remaja sendiri yang harus memulai kontrol ini. Nanti, orang tua akan dapat melakukannya - dengan persetujuan anak mereka."
18/03/2022,Kesehatan,Apa manfaat Stress?,"Intinya… Tidak semua stres selalu buruk bagi Anda, faktanya, kita dapat mengambil manfaat positif dari stress -- terkadang disebut ""eustress"". Namun banyak orang sulit untuk membedakannya dari ""distress"" yang melemahkan.","Ada senjata rahasia untuk menghadapi sesuatu yang tidak terduga. Dan Anda mungkin terbiasa menganggapnya sebagai sesuatu yang akan melemahkan Anda, bukan membantu Anda bersinar. Tanyakan saja pada Wendy Berry Mendes, PhD. Dia adalah Profesor Emosi Sarlo/Ekman di University of California, San Francisco. Tapi sebelumnya dalam hidupnya, dia adalah seorang balerina yang suka tampil. Saat dia di atas panggung, tubuhnya mengirimkan dorongan ekstra ke otot dan otaknya, membantunya menari lebih baik. Apa nama ilmiah untuk reaksi yang sangat berguna ini? stres. ""Tidak semua stres selalu buruk bagi Anda,"" kata Mendes. Dia mempelajari bagaimana orang dapat memanfaatkan manfaatnya -- terkadang disebut ""eustress"" untuk membedakannya dari ""distress"" yang melemahkan. Stres Baik vs. Stres Buruk Meskipun Anda hampir pasti pernah mendengar tentang bagaimana stres dapat menyebabkan penyakit jantung, nyeri otot, dan berbagai macam penyakit lainnya, ada lebih dari itu. Pada tingkat yang paling sederhana, stres adalah proses yang sangat mendasar yang terjadi setiap kali Anda merasakan perubahan permintaan, kata Jeremy P. Jamieson, PhD, peneliti utama di University of Rochester Social Stress Lab. “Tidak ada yang mengatakan mereka stres ketika mereka bersemangat,” kata Jamieson, meskipun terburu-buru itu juga merupakan bentuk stres. Semua hormon yang dilepaskan tubuh Anda dimaksudkan untuk memberi Anda ledakan energi dan membuat Anda lebih waspada. “Jika atlet meminumnya, mereka akan dilarang untuk waktu yang lama,” kata Jamieson. “Tanggapan ini berevolusi untuk membantu kami bertahan hidup. Kalau tidak, kami tidak akan memilikinya.” Seperti yang dicatat Mendes, kortisol telah dianggap sebagai ""hormon stres"", meskipun tidak memiliki cukup hormon itu saat Anda membutuhkannya akan membuat Anda sakit. Masalah umumnya hanya terjadi ketika reaksi stres terjadi tanpa alasan, dimulai terlalu dini, bertahan lebih lama dari yang seharusnya, atau tidak pernah berhenti sama sekali. Dalam kasus ini, stres dapat mengganggu tidur , pencernaan, dan fungsi tubuh lainnya, dan bukannya melebarkan pembuluh darah, malah mengencangkannya, kata Mendes. Seiring waktu, itu dapat menyebabkan semua jenis masalah kesehatan. Tentu saja, beberapa hal berada di luar kendali kita dan dapat menyebabkan penderitaan kronis. Tetapi dengan banyak sumber stres lainnya, reaksi kita dapat membuat perbedaan. Dan itu tergantung pada pola pikir dan pendekatan kita terhadap suatu situasi."
18/03/2022,Finansial,CEO Moderna Stephane Bancel telah menjual lebih dari 400 juta dollar AS saham perusahaan selama pandemi,"Intinya… CEO Moderna Stephane Bancel telah menjual sekitar 2,8 juta saham sejak Januari 2020 dengan nilai total sekitar 408 juta dollar AS. Penjualan Bancel dilaksanakan di bawah aturan SEC, yang dikenal sebagai 10b5-1, yang diadopsi untuk mencegah perdagangan orang dalam. Namun, kritikus berpendapat bahwa aturan 10b5-1 kurang transparan dan aturan yang mengaturnya terlalu longgar.","CEO Moderna Stephane Bancel telah menjual $ 408 juta saham perusahaan sejak awal pandemi virus corona - rata-rata sekitar $ 3,6 juta seminggu - karena saham perusahaan melonjak karena pengembangan dan peluncuran vaksin Covid-nya, menurut analisis CNBC tentang pengajuan sekuritas perusahaan. Cambridge, Massachusetts, perusahaan biotek dan CEO asal Perancis ini, tidak dikenal luas di luar lingkaran biotek sebelum pandemi. Namun, keduanya menjadi kisah sukses terobosan karena Moderna dengan cepat mengembangkan vaksin Covid dua dosisnya bekerja sama dengan National Institutes of Health dan dengan dukungan pembayar pajak melalui Operation Warp Speed. Suntikan Moderna sekarang menjadi vaksin Covid kedua yang paling umum digunakan di AS setelah Pfizer, dengan lebih dari 209 juta dosis diberikan, menurut Pusat Pengendalian dan Pencegahan Penyakit. Courtney Yu, direktur penelitian di Equilar, mengatakan nilai penjualan Bancel menunjukkan seberapa baik kinerja saham perusahaan terhadap keberhasilan vaksinnya. Equilar, yang menyediakan data tentang kompensasi eksekutif, secara independen memverifikasi nilai penjualan Bancel. Saham Moderna telah melonjak 614% sejak pertama kali diumumkan pada 23 Januari 2020, bahwa ia menerima dana dari Koalisi untuk Inovasi Kesiapsiagaan Epidemi untuk mengembangkan vaksin virus corona. FDA memberikan otorisasi darurat untuk vaksin Moderna pada Desember 2020. Vaksin Covid Moderna tetap menjadi satu-satunya produk perusahaan biotek yang tersedia secara komersial. Tembakan tersebut telah membuat Bancel menjadi miliarder dengan perkiraan kekayaan bersih lebih dari $5,3 miliar dalam ekuitas perusahaan saja — berdasarkan kepemilikannya yang dilaporkan pada 1 Maret dan harga penutupan hari Rabu — dan menciptakan rejeki nomplok bagi investor. Perusahaan berusia 12 tahun, yang go public pada Desember 2018 , membukukan laba pertamanya tahun lalu — $12,2 miliar — dari $17,7 miliar dalam penjualan vaksin Covid. Ini memproyeksikan minimal $ 19 miliar dalam penjualan tembakan tanda tangannya tahun ini. Bancel senilai $408 juta telah dicairkan sejak Januari 2020 dilakukan melalui apa yang disebut rencana saham 10b5-1 yang diadopsi sebelum pandemi pada tahun 2018. Rencana ini memungkinkan para eksekutif untuk menjual sejumlah saham yang telah ditentukan, dieksekusi oleh broker, secara berkala untuk menghindari kemungkinan perdagangan orang dalam. Komisi Sekuritas dan Bursa mengadopsi aturan 10b5-1 lebih dari 20 tahun yang lalu untuk memberi para eksekutif cara menguangkan beberapa saham mereka tanpa menghadapi tuduhan perdagangan orang dalam dan potensi tindakan hukum. Eksekutif Moderna diharuskan untuk berdagang di bawah rencana 10b5-1, di mana saham dijual selama jendela perdagangan terbuka di bawah kebijakan perdagangan orang dalam perusahaan, menurut laporan proksi Moderna 2022.“Ini dimaksudkan untuk menjadi semacam pelabuhan yang aman dari tuntutan,” kata David Larcker, seorang profesor akuntansi di Stanford Graduate School of Business, yang telah meneliti rencana 10b5-1.Secara keseluruhan , Bancel telah menjual lebih dari 2,8 juta saham sejak akhir Januari 2020 di bawah rencana perdagangan yang diadopsi sebelum pandemi. Dari IPO Moderna hingga pengumuman pendanaan CEPI untuk vaksin, ia menjual sekitar $3,2 juta saham."
19/03/2022,Teknologi,"ISS: Mau yang di bawah ribut, yang di atas tetap jalan!","Intinya... Tiga kosmonot Rusia tetap berangkat ke ISS pengetahuan dengan Soyuz MS-21 melalui Kazakhstan, terlepas kondisi yang memanas antara Rusia dan Ukraina.","Terlepas dari kondisi yang memanas di negara mereka karena melakukan invasi militer ke Ukraina, tiga kosmonot Rusia tetap melakukan penerbagan ke International Space Station. Ketiga kosmonot tersebut adalah Oleg Artemyev, Denis Matveyev dan Sergei Korsakov. Oleg dan kawan-kawan tetap profesional dalam melaksanakan misi giliran mereka mengudara dan melakukan berbagai penelitian di ISS. Penerbangan dilakukan hari Jumat kemarin melalui Baliknour Cosmodrome, Kazakhstan. Penerbangan ini menjadi penerbangan dengan semua anggota kru kewarganegaraan Rusia yang pertama setelah bertahun tahun. Kondisi di Moskow semakin mempersulit kerjasama ini. Produsen roket di Moskow telah menghentikan suplai mesin roket ke Amerika Serikat. Tindakan ini dipandang sebagai “balasan” terhadap berbagai sanksi yang dijatuhkan pada pihak Rusia. Hubungan kerjasama dengan Pusat Antariksa Jerman juga telah dihentikan sementara. Akankah perang yang terjadi di darat menjalar sampai ke langit? Atau perang politik dan pengaruh di angkasa luar akan terjadi seperti pada serial For All Mankind?"
19/03/2022,Finansial,Tarif baru ruas tol Gempol-Pandaan,Intinya… Mulai hari ini (19/03/22) pukul 00.00 WIB PT Jasa Marga akan berlakukan tarif baru ruas Tol Gempol-Pandaan sesuai dengan Keputusan Menteri Pekerja Umum dan Perumahan Rakyat (PUPR) No. 164/KPTS/M/2022 tanggal 23 Februari 2022.,"Pemberlakuan kenaikan tarif ruas Tol Gempol-Pandaan oleh PT Jasa Marga akan dimulai hari ini Sabtu (19/03/22) pukul 00.00 WIB. Hal ini sesuai dengan Keputusan Menteri Pekerja Umum dan Perumahan Rakyat (PUPR) No. 164/KPTS/M/2022 tanggal 23 Februari 2022 tentang Penyesuaian Tarif Tol pada Ruas Jalan Tol Gempol-Pandaan. Dalam Pasal 48 ayat (3) Undang-Undang (UU) Nomor 38 Tahun 2004 tentang Jalan dan Pasal 68 ayat (1) Peraturan Pemerintah (PP) Nomor 15 Tahun 2005 tentang Jalan Tol dengan perubahan terakhir pada PP Nomor 17 Tahun 2021 juga diatur penyesuaian tarif tol. Atas dasar regulasi tersebut setiap dua tahun sekali akan dilakukan evaluasi dan penyesuaian tarif tol berdasarkan laju inflasi. Jika laju inflasi positif, maka tarif tol akan disesuaikan mengikuti besaran inflasi. Pada inflasi untuk Malang periode 2 Desember 2019 – 30 November 2021 penyesuaian tarif Jalan Tol Gempol-Pandaan sebesar 2,8%. Mahbullah Nurdin selaku plh anggota Badan Pengatur Jalan Tol (BPJT) Kementerian PUPR, menyampaikan bahwa penyesuaian tarif jalan tol sesuai dengan Peraturan Pemerintah No. 15 Tahun 2005 tentang Jalan Tol. Dikutip dari Detik Jatim ""Tetapi kita juga melakukan penilaian terhadap pemenuhan Standar Pelayanan Minimal (SPM) jalan tol tersebut. Jika SPM terpenuhi, maka penyesuaian tarif dapat dilakukan untuk menjaga iklim investasi di Badan Usaha Jalan Tol sekaligus untuk menjaga peningkatan pelayanan terhadap pengguna jalan tol,"" tutur Mahbullah dalam keterangan resmi, Jumat(18/3/2022). PT Jasamarga Pandaan Tol (JPT) secara rutin melakukan pemeliharaan di lingkup area tol yang dikelolanya, tambahan dari Direktur Utama PT Jasamarga Pandaan Tol (JPT) Netty Renova Secara terpisah. ""Seperti perawatan tanaman, pembersihan saluran, pemeliharaan sarana pelengkap jalan hingga perbaikan saluran drainase. Selain itu kami juga melakukan pemeliharaan non rutin seperti pelapisan perkerasan jalan dan pengecatan ulang marka jalan di Ruas Jalan Tol Gempol-Pandaan,"" ujar Netty mengutip dari Detik Jatim Berikut penyesuaian tarif pada Jalan Tol Gempol-Pandaan berdasarkan jarak terjauh: Gol I : Rp 13.000, sebelumnya Rp 12.500 Gol II : Rp 21.500, sebelumnya Rp 20.500 Gol III : Rp 21.500, sebelumnya Rp 20.500 Gol IV : Rp 27.000, sebelumnya Rp 26.500 Gol V : Rp 27.000, sebelumnya Rp 26.500"
19/03/2022,Gaming,Da-da Stradia! dari platform cloud gaming jadi produk Google Cloud,"Intinya… Platform cloud gaming dari Google, Stradia kini bergabung sebagai bundling dari Google Cloud. Berarti bila ingin menikmati Stradia, harus berlangganan Google Cloud. Ini dilihat sebagai “kegagalan resmi” Stradia.","Sejak debut Stadia, ia dikelilingi oleh kontroversi dan fitur yang tidak menarik. Beberapa tahun lalu, banyak yang menganggap Google sebagai salah satu perusahaan terbaik yang meluncurkan layanan cloud gaming. Namun, upaya perusahaan di dalam Stadia jauh dari harapan. Produk ini lebih buruk dan terbatas jika dibandingkan dengan pesaing seperti NVIDIA GeForce Now dan Xbox Cloud Gaming. Sekarang, Stadia tampaknya akhirnya menjadi ""kegagalan resmi"". Alih-alih bergabung dengan limbo yang ditempati oleh upaya Google yang gagal seperti Orkut atau Google+, layanan tersebut akan menjadi produk di dalam portofolio Google Cloud. Selama ""Google for Games Developer Summit"" Selasa ini, Google mengumumkan bahwa teknologi yang mendukung Stadia akan tersedia untuk dijual sebagai layanan Google Cloud yang disebut ""Immersive Stream for Games"". Itu sama sekali tidak menarik seperti nama ""Google Stream"" yang dikabarkan, tetapi layanan Google Cloud tetap tidak menghadap konsumen. Perusahaan telah mengkonfirmasi AT&T adalah salah satu yang pertama menguji Immersive Stream for Games tahun lalu ketika meluncurkan Batman: Arkham Knight sebagai game streaming gratis untuk pelanggan seluler AT&T. Meskipun memberikan permainan kepada pelanggan seluler, Anda belum seharusnya memainkan Batman melalui koneksi seluler Anda. Ini hanya berfungsi di PC, dan permainan smartphone belum menjadi kenyataan hingga saat ini. Selama keynote-nya, AT&T mengungkapkan bahwa itu akan segera mengaktifkan pemutaran di smartphone untuk game yang didukung Stadia. “Teknologi ini, dipasangkan dengan jaringan AT&T, yang memberi kami kemampuan untuk menghadirkan game langsung ke pelanggan,” kata Wakil Presiden Produk dan Inovasi 5G AT&T Jay Cary selama Keynote. Menurutnya, perusahaan sedang mempersiapkan peluncuran judul berikutnya di platform streaming yang imersif. AT&T tidak lagi memberikan tarif nol pada layanannya, sehingga Stadia Game akan menjadi cara mudah untuk membuat tagihan seluler melonjak atau menghabiskan alokasi data. Poros Stadia ke cloud gaming tentu saja bukan bagian dari masterplan Google. Namun, layanan ini gagal dan secara dramatis memukul perkiraan penjualan Google. Apalagi, janji Google yang dibuat tiga tahun lalu saat peluncuran Stadia tidak menjadi kenyataan. Meletakkan Stadia sebagai Layanan Google Cloud untuk bisnis lain adalah ""rencana B"" dan sedikit penghentian sementara untuk layanan konsumen. Laporan Business Insider yang menyampaikan berita tentang transisi Google Cloud Stadia mengatakan platform konsumen sedang ""diprioritaskan"" dan bahwa hanya ""sekitar 20 persen"" dari fokus tim Stadia masih pada Stadia yang dikenal sebagai platform konsumen. Memindahkan Stadia ke Google Cloud juga memiliki sejumlah masalah. Misalnya, Google Cloud jauh dari layanan paling menguntungkan di dunia. Misalnya, ia tertinggal di belakang Microsoft dan Amazon. Google Cloud memiliki 7 persen pasar, sementara Microsoft Azure memiliki 19 persen, dan 32 persen milik AWS. Oleh karena itu, Google Cloud tidak menguntungkan. Layanan ini mengumpulkan pertumbuhan 45 YoY dengan pendapatan US$ 20 miliar tahun ini. Namun, masih kehilangan US$ 700 juta setiap kuartal."
19/03/2022,Teknologi,Masih sharing Netflix murah dari pihak ketiga yang bagi-bagi password? Hati-hati!,Intinya… Netflix sedang mengupayakan cara baru untuk mencegah pihak ketiga yang menjual kembali paket berlangganannya dengan cara berbagi kata sandi ke tiap pelanggan. Hal ini sebagai upaya Netflix meningkatkan pendapatan agar bisa mengakuisisi berbagai production house dan menjadikannya Netflix Originals,"Netflix menempuh jalan panjang untuk menjadi salah satu platform streaming video yang dominan di dunia. Perusahaan tentu saja mengalami hari-hari yang lebih mudah ketika pesaing seperti Prime Video, Disney+, dan HBO Max tidak ada. Platform ini terus berkembang dan harganya juga meningkat seiring berjalannya tahun. Meskipun demikian, masih ada beberapa praktik kontroversial dan gangguan di Netflix. Misalnya, perusahaan memiliki diferensiasi harga untuk resolusi dan jumlah tampilan yang didukung. Netflix saat ini memiliki layanan Seluler, Dasar, Standar, dan Premium. Yang terakhir adalah satu-satunya yang memungkinkan Anda menonton konten 4K Ultra HD dan HDR. Karena alasan itu, adalah hal yang biasa melihat teman atau bahkan anggota keluarga membagikan kata sandi mereka. Oleh karena itu, hingga empat orang dapat mengakses akun sederhana untuk satu langganan. Namun, praktik semacam ini mungkin akan segera berakhir. Netflix menyadari perlunya banyak profil, namun tidak ingin pengguna membagikan kata sandi dengan orang di luar alamat tertentu. Perusahaan tidak pernah mengabaikan fakta bahwa ada orang yang membagikan kata sandi melalui fitur ""Profil"". Sekarang, sedang mengembangkan fitur opt-in yang akan mendorong anggota untuk membayar biaya tambahan jika mereka berbagi layanan dengan orang lain yang tidak berada di rumah mereka. Ini mungkin akan segera menjadi permintaan dan bukan sekadar fitur keikutsertaan. Melalui fitur baru, Anggota Netflix Standard dan paket Premium akan dapat membuat sub-akun untuk maksimal dua orang yang tidak tinggal bersama mereka, masing-masing dengan profil mereka sendiri, dan rekomendasi yang dipersonalisasi – semuanya dengan biaya yang lebih rendah dengan yang baru Kegunaan. Namun, sub-akun akan memiliki login dan kata sandi Netflix mereka sendiri, yang cukup unik dalam cerita terbaru Netflix. Opsi baru ada pada mode uji coba di beberapa negara. Saat ini bekerja di Chili, Kosta Rika, dan Peru. Namun, Netflix akan meluncurkan fitur ini ke seluruh dunia dalam beberapa minggu mendatang. Bisnis tidak menunjukkan kapan atau apakah fungsi tersebut akan tersedia untuk semua anggota secara internasional. Perlu dicatat bahwa untuk langganan bulanan CLP 2.380 di Chili, 2,99 USD di Kosta Rika, dan 8,9 PEN di Peru, pelanggan Netflix dapat menambahkan dua anggota ke akun mereka. Sementara itu, paket Netflix asli berharga US$ 8,99 hingga US$ 15,99 per bulan di Kosta Rika. Tergantung pada mata uangnya, biayanya mungkin tidak tinggi. Namun, untuk sesuatu yang belum Anda bayar sebelumnya, itu masih sedikit. Perusahaan menyatakan bahwa jika ada anggota tambahan yang ingin memulai langganan yang benar-benar baru, mereka dapat mentransfer cerita tontonan, daftar tontonan, dan rekomendasi. Layanan ini akan menggunakan data termasuk alamat IP, ID perangkat, dan informasi lain di perangkat yang masuk ke akun Netflix di seluruh rumah. Rupanya, Netflix benar-benar berkomitmen untuk meningkatkan jumlah pendapatan pada layanannya. Akibatnya, itu tidak lagi ""memaafkan"" berbagi kata sandi. Perusahaan juga menaikkan harga rencananya di Inggris dan di Irlandia. Dengan cara yang sama, perusahaan memperluas investasinya. Ini bertujuan untuk mengakuisisi produser Stranger Things dan Walking Dead."
20/03/2022,Finansial,Subsidi minyak goreng dicabut! Why?,Intinya…Presiden Joko Widodo mencabut subsidi minyak goreng dan hanya mensubsidi minyak goreng curah sebagai bentuk kepedulian pemerintah terhadap kebutuhan minyak goreng masyarakat dan menjaga keberlangsungan industri minyak goreng.,"Tidak terasa minggu lalu minyak goreng masih mudah didapat dengan harga yang masuk akal namun kemarin Kamis penulis sendiri kesulitan mendapatkan minyak goreng bahkan sampai warung-warung kelontong. Seperti yang kita tahu, bahwa minyak goreng sudah mengalami banyak drama mulai dari stok langka, harga tidak masuk akal sampai disubsidi agar harganya nyaman di dompet. Namun, saat ini pemerintah sudah memutuskan untuk mencabut subsidi minyak goreng karena berbagai hal. Terdapat beberapa alasan yang disampaikan oleh Tenaga Ahli Kantor Staf Presiden Edy Priyono mengenai keputusan Presiden Joko Widodo untuk hanya mensubsidi minyak goreng curah saja. Distribusi minyak goreng berpotensi bocor Edy memaparkan bahwa ada potensi terjadinya kebocoran pada distribusi minyak goreng yang akan semakin besar. Hal itu, membutuhkan pengawasan yang lebih maksimal, agar pemberian subsidi atas minyak goreng curah bisa tepat sasaran. “Tantangannya memang sangat besar, Tapi pemerintah sudah menyiapkan berbagai skenario agar implementasi kebijakan tersebut berjalan dengan baik di lapangan,” ujar Edy. Sulit untuk mengambil keputusan mencabut subsidi Edy mengakui tidak mudah dalam pelaksanaan kebijakan baru terkait minyak goreng tersebut. Sebab, pemerintah juga harus memastikan ketersediaan pasokan minyak goreng curah agar tidak terjadi kelangkaan di pasaran. ""Terlebih dengan keluarnya kebijakan tersebut, akan membuka peluang pengguna minyak goreng kemasan beralih ke curah,"" ucapnya. Pemerintah berjanji akan kawal pencabutan subsidi minyak goreng di lapangan Lebih lanjut, Edy mengatakan Kantor Staf Presiden bersama Kementerian Perdagangan, Kementerian Perindustrian, dan Satgas Pangan akan terjun ke lapangan untuk mengawal kebijakan presiden soal minyak goreng ini. Seperti diketahui, Presiden Joko Widodo mencabut subsidi minyak goreng kemasan dan melepaskan ke harga keekonomian, serta memutuskan mensubsidi harga minyak goreng curah, yakni sebesar Rp 14.000 per liter. Subsidi diberikan dari dana Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPKS). Menteri Koordinator Perekonomian Airlangga Hartarto mengatakan, kebijakan tersebut diambil pemerintah setelah memperhatikan situasi penyaluran dan keadaan distribusi minyak goreng saat ini. Selain itu, harga komoditas di pasar global yang terus naik."
20/03/2022,Teknologi,Pemerintah Australia menggugat Facebook atas iklan penipuan yang membuat seolah dari selebritis,"Intinya… Australia telah meluncurkan tindakan hukum terhadap perusahaan induk Facebook Meta, menuduhnya mengizinkan iklan penipuan untuk menargetkan pengguna dengan dukungan selebriti palsu.","Raksasa teknologi asal Amerika Serikat, Meta telah terlibat tuntutan dari pemerintah Australia. Tuntutan tersebut terkait dengan ""perilaku yang salah, menyesatkan, atau menipu"" dengan secara sadar men-hosting iklan untuk cryptocurrency palsu, kata seorang regulator. Perusahaan AS bisa menghadapi hukuman finansial dan lainnya. Meta belum berkomentar tetapi sebelumnya mengatakan berkomitmen untuk menjauhkan scammers dari platform-nya. Komisi Persaingan dan Konsumen Australia (ACCC) mengatakan iklan tersebut menggunakan algoritma Facebook untuk menargetkan pengguna yang rentan dan menampilkan kutipan palsu oleh selebritas Australia. Identitas yang digunakan tanpa izin termasuk mantan Perdana Menteri New South Wales Mike Baird, pembawa acara TV terkemuka David Koch dan pengusaha jutawan Dick Smith. ""Inti dari kasus kami adalah bahwa Meta bertanggung jawab atas iklan yang dipublikasikan di platformnya,"" kata ketua ACCC Rod Sims dalam sebuah pernyataan pada hari Jumat. Tindakan hukum, yang diajukan di Pengadilan Federal Australia, menuduh Meta melakukan ini secara sadar dan gagal mencegah penipuan bahkan setelah keberatan diajukan oleh selebriti. ""Dalam satu contoh yang mengejutkan, kami mengetahui seorang konsumen yang kehilangan lebih dari A$650.000 (£360.000; $480.000) karena salah satu penipuan ini diiklankan secara salah sebagai peluang investasi di Facebook. Ini memalukan,"" kata Sims. Bulan lalu, miliarder Australia Andrew Forrest meluncurkan kasus kriminal terhadap Meta atas iklan palsu yang menggunakan gambarnya. Sementara Dr Forrest menuduh raksasa teknologi itu melanggar undang-undang anti pencucian uang, kasus ACCC adalah tentang dugaan pelanggaran undang-undang konsumen atau tindakan pengaturan terpisah. Meta yang juga memiliki Instagram dan Whatsapp menghasilkan US$ 115 miliar dalam pendapatan iklan global pada tahun 2021."
